---------------------------
|Data statistics|Number of|
|-------------------------|
|Records passed |    1,848|
---------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|1210 |97905     |cas0904784          |7113816940|06/14/2009|8093311777|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904802          |7113817092|06/14/2009|8093311778|000010    |661-4326          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |gas0904782          |7113817171|06/14/2009|8093311779|000010    |661-4816          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |gas0904790          |7113817239|06/14/2009|8093311780|000010    |661-4600          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904803          |7113817240|06/14/2009|8093311781|000010    |ZP661-4691        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904797          |7113817327|06/14/2009|8093311782|000010    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AAS0904796          |7113817554|06/14/2009|8093311783|000010    |661-4202          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904698           |7113850902|06/14/2009|8093311784|000010    |ZA922-8598        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904720           |7113850904|06/14/2009|8093311785|000010    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904811-N         |7113851224|06/14/2009|8093311786|000010    |661-3801          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904529M          |7113851228|06/14/2009|8093311787|000010    |661-4589          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904550           |7113855722|06/14/2009|8093311788|000010    |661-4659          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904652r          |7113858992|06/14/2009|8093311789|000010    |661-4835          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904736           |7113861222|06/14/2009|8093311790|000010    |ZP661-5128        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904736           |7113861222|06/14/2009|8093311790|000020    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904719           |7113861789|06/14/2009|8093311791|000010    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904721           |7113861985|06/14/2009|8093311792|000010    |661-5027          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904374           |7113862236|06/14/2009|8093311793|000010    |922-6227          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AM0909107M          |7113862357|06/14/2009|8093311794|000010    |661-4835          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904544-R         |7113862835|06/14/2009|8093311795|000010    |922-8402          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0903698M          |7113862994|06/14/2009|8093311796|000010    |661-4736          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |635499    |am0909076           |7113752586|06/14/2009|8093311864|000010    |661-3837          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |am0909074           |7113752590|06/14/2009|8093311865|000010    |ZP661-4515        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908684A          |7113758128|06/14/2009|8093311866|000010    |661-4235          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908509-M         |7113759960|06/14/2009|8093311867|000010    |661-3613          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |aam0909156          |7113806103|06/14/2009|8093311868|000010    |661-4406          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909134          |7113806105|06/14/2009|8093311869|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0908972          |7113806296|06/14/2009|8093311870|000010    |661-4407          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909096          |7113808255|06/14/2009|8093311871|000020    |ZP661-4892        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909096          |7113808255|06/14/2009|8093311871|000010    |922-8597          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909148          |7113808257|06/14/2009|8093311872|000010    |ZP661-4929        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |aam0909100          |7113810412|06/14/2009|8093311873|000010    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909112          |7113810413|06/14/2009|8093311874|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909103          |7113813036|06/14/2009|8093311875|000010    |ZP661-4794        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909115          |7113813037|06/14/2009|8093311876|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909135          |7113813038|06/14/2009|8093311877|000010    |ZP661-4896        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909104          |7113814970|06/14/2009|8093311878|000010    |ZP661-4892        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                             APPLE INTERNAL USE ONLY
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1210 |635499    |cam0909047          |7113816182|06/14/2009|8093311879|000010    |ZP661-4867        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909094          |7113816293|06/14/2009|8093311880|000010    |ZP661-4893        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909139          |7113816295|06/14/2009|8093311881|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909136          |7113816296|06/14/2009|8093311882|000010    |ZP661-4691        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909126          |7113816491|06/14/2009|8093311883|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909140          |7113816492|06/14/2009|8093311884|000010    |ZP661-4794        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909131          |7113816572|06/14/2009|8093311885|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909144          |7113816573|06/14/2009|8093311886|000010    |ZP661-4893        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909125          |7113816727|06/14/2009|8093311887|000010    |ZP661-4866        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909153          |7113816730|06/14/2009|8093311888|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0909090          |7113817027|06/14/2009|8093311890|000010    |661-4599          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909097          |7113817028|06/14/2009|8093311891|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909116          |7113817029|06/14/2009|8093311892|000020    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909116          |7113817029|06/14/2009|8093311892|000010    |ZP661-4691        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909105          |7113817094|06/14/2009|8093311893|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909108          |7113817095|06/14/2009|8093311894|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0908973          |7113817096|06/14/2009|8093311895|000010    |661-4326          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909130          |7113817172|06/14/2009|8093311896|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909081          |7113817325|06/14/2009|8093311897|000010    |ZP661-4870        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909087          |7113817326|06/14/2009|8093311898|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |aam0909083          |7113817328|06/14/2009|8093311899|000010    |661-4326          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0909155          |7113817330|06/14/2009|8093311900|000010    |661-4798          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909121          |7113817331|06/14/2009|8093311901|000010    |ZP661-4893        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909132          |7113817396|06/14/2009|8093311902|000010    |ZP661-4866        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0908971          |7113817397|06/14/2009|8093311903|000010    |661-4405          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0909114          |7113817477|06/14/2009|8093311904|000010    |661-4703          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909095          |7113817553|06/14/2009|8093311905|000020    |ZP661-4795        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909095          |7113817553|06/14/2009|8093311905|000010    |922-8597          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0909088          |7113817555|06/14/2009|8093311906|000010    |661-4712          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909143          |7113817556|06/14/2009|8093311907|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908690-L         |7113818979|06/14/2009|8093311908|000010    |661-4216          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cas0904781          |7113819283|06/14/2009|8093311909|000010    |ZP661-4794        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909101-L         |7113850560|06/14/2009|8093311911|000010    |661-4818          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909101-L         |7113850560|06/14/2009|8093311911|000020    |661-4730          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0901117-L         |7113850897|06/14/2009|8093311912|000010    |661-4589          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909129-L         |7113850901|06/14/2009|8093311913|000010    |661-4712          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909089-L         |7113851225|06/14/2009|8093311914|000010    |661-3909          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909031-L         |7113851231|06/14/2009|8093311915|000010    |661-4702          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909031-L         |7113851231|06/14/2009|8093311915|000020    |661-5075          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909141-L         |7113860815|06/14/2009|8093311916|000010    |661-3902          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908957-L         |7113861026|06/14/2009|8093311917|000020    |661-5133          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908957-L         |7113861026|06/14/2009|8093311917|000010    |661-5104          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909052-L         |7113861389|06/14/2009|8093311918|000020    |661-5033          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909052-L         |7113861389|06/14/2009|8093311918|000010    |661-5021          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM090154-L          |7113861531|06/14/2009|8093311919|000010    |661-4820          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909127-L         |7113861914|06/14/2009|8093311920|000010    |922-8315          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909099-L         |7113861915|06/14/2009|8093311921|000010    |661-4702          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909092-L         |7113861972|06/14/2009|8093311922|000010    |661-4705          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909050-L         |7113862170|06/14/2009|8093311923|000010    |661-4219          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909093R          |7113862177|06/14/2009|8093311924|000010    |661-4834          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909102R          |7113862239|06/14/2009|8093311925|000010    |661-4220          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM090932-L          |7113862303|06/14/2009|8093311926|000010    |PA661-4460        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909033-L         |7113862516|06/14/2009|8093311927|000010    |661-4235          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |97905     |aas0904799          |7113813034|06/14/2009|8093312412|000010    |ZP661-4558        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |635499    |aam0909119          |7113797843|06/14/2009|8093312424|000010    |ZP661-4525        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909137          |7113808256|06/14/2009|8093312425|000010    |ZP661-4693        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |aam0909138          |7113817236|06/14/2009|8093312426|000010    |ZP661-4070        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |553522    |D23679067           |6200286640|06/14/2009|8093312463|000010    |661-3096          |1.000     |LF   |06/15/2009|    |COMMUNICATIONS&SERVICES EXPERTS LTD|608 STANHOPE HOUSE,                     |
|1210 |635499    |am0909145           |7113868413|06/14/2009|8093324404|000010    |ZP661-4691        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |am0908868           |7113868415|06/14/2009|8093324405|000010    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                             APPLE INTERNAL USE ONLY
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|SOrg.|Ship-To Pt|Purchase order no.  |Sales Doc |Created on|Delivery  |Item      |Material          |Dlvy Qty  |DlvTy|Deliv.Date|OvCS|Name 1                             |Name 2                                  |
|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|1210 |635499    |am0908088           |7113868416|06/14/2009|8093324406|000010    |922-6229          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909041-M         |7113883366|06/14/2009|8093329486|000010    |661-5136          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908681L          |7113882095|06/14/2009|8093329515|000010    |922-8812          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0908834-L         |7113885563|06/14/2009|8093329517|000010    |922-8368          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |553522    |D23630717           |7113886231|06/14/2009|8093332197|000010    |661-4290          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS&SERVICES EXPERTS LTD|608 STANHOPE HOUSE,                     |
|1210 |553522    |D23738400           |7113886449|06/14/2009|8093332198|000010    |661-4665          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS&SERVICES EXPERTS LTD|608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904821          |7113881221|06/14/2009|8093332218|000010    |ZP661-4924        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904821          |7113881221|06/14/2009|8093332218|000020    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904809lc         |7113882109|06/14/2009|8093332220|000010    |922-8316          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904816O          |7113884253|06/14/2009|8093332221|000020    |661-4670          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904816O          |7113884253|06/14/2009|8093332221|000010    |661-4633          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904794O          |7113885134|06/14/2009|8093332222|000010    |661-4632          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904806          |7113885390|06/14/2009|8093332223|000010    |661-5127          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904823lc         |7113885436|06/14/2009|8093332225|000010    |661-4958          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904837lc         |7113885439|06/14/2009|8093332226|000010    |661-4626          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |gas0904831          |7113885448|06/14/2009|8093332228|000010    |661-4712          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904832          |7113885450|06/14/2009|8093332230|000010    |ZP661-4651        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |gas0904824          |7113885604|06/14/2009|8093332231|000010    |PA661-4913        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904807lc         |7113885624|06/14/2009|8093332232|000010    |661-4710          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |as0904807lc         |7113885624|06/14/2009|8093332232|000020    |661-4702          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904725O          |7113885684|06/14/2009|8093332233|000010    |661-4809          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |AS0904838M          |7113885728|06/14/2009|8093332234|000010    |661-4283          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904810          |7113885905|06/14/2009|8093332236|000020    |661-4406          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904810          |7113885905|06/14/2009|8093332236|000010    |661-4326          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904830          |7113886369|06/14/2009|8093332318|000010    |ZP661-4515        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |cas0904830          |7113886369|06/14/2009|8093332318|000020    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904818          |7113886601|06/14/2009|8093332319|000010    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0909187          |7113886947|06/14/2009|8093332320|000010    |ZP661-4551        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904815          |7113886948|06/14/2009|8093332321|000010    |922-8593          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |97905     |aas0904814          |7113886949|06/14/2009|8093332323|000010    |661-5125          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS AND SERVICES        |608 STANHOPE HOUSE,                     |
|1210 |635499    |AM0909242R          |7113855773|06/14/2009|8093332331|000010    |922-7926          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909188          |7113855778|06/14/2009|8093332332|000010    |ZP661-4893        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909226          |7113855779|06/14/2009|8093332333|000010    |ZP661-4793        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909217          |7113881220|06/14/2009|8093332334|000010    |ZP661-4874        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |gam0909191          |7113881222|06/14/2009|8093332336|000010    |X661-4669         |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |AM0909237R          |7113882099|06/14/2009|8093332337|000010    |661-4956          |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
|1210 |635499    |cam0909221          |7113883383|06/14/2009|8093332338|000010    |ZP661-4546        |1.000     |LF   |06/18/2009|    |COMMUNICATIONS & SERVICES          |1101 WAI FUNG PLAZA                     |
